设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
10164,20170817,精彩点,深海利剑(33)(高清),2017/8/16 23:33,2017/8/17 19:40,10933
10164,20170817,精彩点,深海利剑(33)(高清),2017/8/17 19:40,2017/8/17 19:54,10933
10164,20170817,精彩点,深海利剑(34)(大结局)(高清),2017/8/17 19:54,2017/8/17 20:44,10933
10172,20170704,热点专题,变形金刚2(高清)(暴爽重金属超强震撼),2017/7/4 13:25,2017/7/4 13:32,11197
10172,20170704,热点专题,X战警2：变种特工(高清)(狼叔对决变种人),2017/7/4 15:21,2017/7/4 16:52,11197
10172,20170704,热点专题,美国队长(高清)(克里斯？埃文斯力拔山河),2017/7/4 16:53,2017/7/4 17:44,11197
10172,20170704,精彩点,变形金刚(高清)(擎天一柱，睥睨四方),2017/7/4 12:31,2017/7/4 12:46,11197
10172,20170704,热点专题,变形金刚2 (高清),2017/7/4 13:25,2017/7/4 13:32,11197
10172,20170704,热点专题,X战警1：第一战(高清)(万磁王与X教授的永恒之战),2017/7/4 14:32,2017/7/4 15:21,11197
10172,20170704,热点专题,金刚狼(高清)(休？杰克曼，完美超能战士),2017/7/4 13:32,2017/7/4 14:32,11197
10172,20170704,精彩点,变形金刚3：月黑之时(高清)(英雄形象倒塌，擎天柱成阴谋家？),2017/7/4 12:46,2017/7/4 13:25,11197
10172,20170704,热点专题,蝙蝠侠无极限：怪物大乱斗(高清)(蝙蝠侠、绿箭侠联手出击),2017/7/4 17:44,2017/7/4 17:48,11197
10172,20170705,精彩点,05月06日 猪猪侠之五灵守卫者,2017/7/5 18:33,2017/7/5 22:56,11197
10172,20170708,精彩点,擒狼(09)(高清),2017/7/7 12:17,2017/7/8 1:59,11197
10172,20170708,精彩点,X战警2：变种特工(高清)(狼叔对决变种人),2017/7/8 16:24,2017/7/8 16:57,11197
10172,20170708,精彩点,擒狼(11)(高清),2017/7/8 2:38,2017/7/8 16:08,11197
10172,20170708,精彩点,擒狼(09)(高清),2017/7/8 2:01,2017/7/8 2:03,11197
10172,20170708,精彩点,擒狼(10)(高清),2017/7/8 2:03,2017/7/8 2:38,11197
10172,20170709,精彩点,擒狼(12)(高清),2017/7/9 11:30,2017/7/9 12:12,11197
10172,20170710,精彩点,擒狼(15)(高清),2017/7/10 6:11,2017/7/10 15:39,11197
10172,20170710,精彩点,擒狼(19)(高清),2017/7/10 17:26,2017/7/10 18:44,11197
10172,20170710,精彩点,擒狼(23)(高清),2017/7/10 21:21,2017/7/10 21:31,11197
10172,20170710,精彩点,擒狼(22)(高清),2017/7/10 20:30,2017/7/10 20:58,11197
10172,20170710,精彩点,擒狼(20)(高清),2017/7/10 18:45,2017/7/10 19:23,11197
10172,20170710,精彩点,擒狼(16)(高清),2017/7/10 15:40,2017/7/10 15:45,11197
10172,20170710,精彩点,擒狼(22)(高清),2017/7/10 20:00,2017/7/10 20:30,11197
10172,20170710,精彩点,擒狼(17)(高清),2017/7/10 16:18,2017/7/10 16:44,11197
10172,20170710,精彩点,擒狼(18)(高清),2017/7/10 16:44,2017/7/10 17:26,11197
10172,20170710,精彩点,擒狼(23)(高清),2017/7/10 20:59,2017/7/10 21:21,11197
10172,20170710,精彩点,擒狼(13)(高清),2017/7/9 12:12,2017/7/10 5:30,11197
10172,20170710,精彩点,擒狼(24)(高清),2017/7/10 21:31,2017/7/10 22:49,11197
10172,20170710,精彩点,擒狼(21)(高清),2017/7/10 19:23,2017/7/10 20:00,11197
10172,20170710,精彩点,擒狼(14)(高清),2017/7/10 5:30,2017/7/10 6:11,11197
10172,20170710,精彩点,擒狼(22)(高清),2017/7/10 20:58,2017/7/10 20:59,11197
10172,20170710,精彩点,擒狼(16)(高清),2017/7/10 15:51,2017/7/10 16:18,11197
10172,20170710,精彩点,擒狼(16)(高清),2017/7/10 15:45,2017/7/10 15:50,11197
10172,20170711,精彩点,擒狼(29)(高清),2017/7/11 17:50,2017/7/11 18:24,11197
10172,20170711,精彩点,擒狼(26)(高清),2017/7/11 15:57,2017/7/11 16:36,11197
10172,20170711,精彩点,擒狼(27)(高清),2017/7/11 16:36,2017/7/11 17:14,11197
10172,20170711,精彩点,擒狼(29)(高清),2017/7/11 17:45,2017/7/11 17:50,11197
10172,20170711,精彩点,擒狼(31)(高清),2017/7/11 19:04,2017/7/11 19:40,11197
10172,20170711,精彩点,擒狼(30)(高清),2017/7/11 18:24,2017/7/11 19:04,11197
10172,20170711,精彩点,擒狼(28)(高清),2017/7/11 17:14,2017/7/11 17:45,11197
10172,20170711,精彩点,擒狼(25)(高清),2017/7/10 22:49,2017/7/11 15:55,11197
10172,20170712,精彩点,擒狼(32)(高清),2017/7/12 9:06,2017/7/12 9:34,11197
10172,20170712,精彩点,擒狼(33)(大结局)(高清),2017/7/12 9:34,2017/7/12 9:54,11197
10172,20170715,精彩点,万万没想到(高清),2017/7/15 21:57,2017/7/15 22:51,11197
10172,20170721,精彩点,奇异博士(高清),2017/7/21 20:18,2017/7/21 20:39,11197
10172,20170721,热点专题,神偷奶爸2(高清),2017/7/21 20:40,2017/7/21 21:30,11197
10172,20170721,精彩点,奇异博士(高清)(卷福重创获重生),2017/7/21 20:18,2017/7/21 20:39,11197
10172,20170721,热点专题,神偷奶爸2(高清)(激萌小黄人爆笑追凶),2017/7/21 20:40,2017/7/21 21:30,11197
10172,20170722,热点专题,神偷奶爸(高清)(小黄“搅黄”偷月大计),2017/7/22 22:11,2017/7/22 23:37,11197
10172,20170722,热点专题,神偷奶爸2(高清),2017/7/22 21:08,2017/7/22 22:11,11197
10172,20170722,热点专题,神偷奶爸2(高清)(激萌小黄人爆笑追凶),2017/7/22 21:08,2017/7/22 22:11,11197
10172,20170722,热点专题,神偷奶爸(高清),2017/7/22 22:11,2017/7/22 23:37,11197
10172,20170723,热点专题,驯龙高手(高清)(无牙仔的暖心犬属性),2017/7/23 10:56,2017/7/23 11:17,11197
10172,20170723,热点专题,驯龙高手（英文版）(高清),2017/7/23 10:56,2017/7/23 11:17,11197
10172,20170726,精彩点,生死连(40)(高清),2017/7/26 14:18,2017/7/26 14:20,11197
10172,20170726,精彩点,猜拳(30)(高清),2017/7/26 14:20,2017/7/26 15:09,11197
10172,20170731,热门影视,轻睐演唱会(高清),2017/7/31 11:59,2017/7/31 12:07,11197
10172,20170808,精彩点,金箍棒传奇2：沙僧的逆袭(高清),2017/8/8 14:34,2017/8/8 14:43,11197
10172,20170808,精彩点,金箍棒传奇2：沙僧的逆袭(高清)(沙僧身世揭秘),2017/8/8 14:34,2017/8/8 14:43,11197
10172,20170906,精彩点,那年花开月正圆(11)(高清),2017/9/6 10:03,2017/9/6 10:16,11197
10172,20170907,精彩点,大军师司马懿之军师联盟(42)(大结局)(高清),2017/9/7 17:42,2017/9/7 17:46,11197
10172,20170907,精彩点,大军师司马懿之军师联盟(42)(高清),2017/9/7 17:42,2017/9/7 17:46,11197
10172,20170910,精彩点,同盟(23),2017/9/10 9:02,2017/9/10 9:45,11197
10172,20170910,精彩点,同盟(25),2017/9/10 9:46,2017/9/10 10:29,11197
10172,20170910,精彩点,同盟(21),2017/9/10 8:05,2017/9/10 8:31,11197
10172,20170910,精彩点,同盟(22),2017/9/10 8:31,2017/9/10 9:02,11197
10172,20170910,精彩点,同盟(21),2017/9/10 7:58,2017/9/10 8:05,11197
10178,20170708,精彩点,铁拳：X男(高清)(著名格斗游戏前传),2017/7/8 19:38,2017/7/8 20:01,11104
10178,20170708,精彩点,铁拳：X男(高清),2017/7/8 19:38,2017/7/8 20:01,11104
10178,20170708,动漫剧场,火影忍者(01)(高清),2017/7/8 13:21,2017/7/8 13:41,11104
10178,20170708,动漫剧场,火影忍者(01)(高清),2017/7/8 13:10,2017/7/8 13:15,11104
10178,20170708,动漫剧场,一拳超人(01)(调整)(高清),2017/7/8 13:16,2017/7/8 13:19,11104
10178,20170708,热点专题,巴霍巴利王：开端(高清),2017/7/8 20:01,2017/7/8 20:32,11104
10178,20170708,动漫剧场,一拳超人(01)(高清),2017/7/8 13:16,2017/7/8 13:19,11104
10178,20170708,精彩点,火星情报局 第二季(11)(高清),2017/7/8 19:35,2017/7/8 19:38,11104
10178,20170708,动漫剧场,火影忍者(01)(高清),2017/7/8 13:20,2017/7/8 13:21,11104
10178,20170708,热点专题,巴霍巴利王：开端(高清)(再掀印度神片狂潮),2017/7/8 20:01,2017/7/8 20:32,11104
10179,20170703,热点专题,哥斯拉(高清)(史上最强怪兽重袭大银幕),2017/7/3 16:02,2017/7/3 16:05,11162
10179,20170703,精彩点,黎明2011年LEON-X-U红馆演唱会(高清),2017/7/3 16:10,2017/7/3 17:54,11162
10179,20170712,精彩点,周慧敏 Deep V 25周年演唱会(03)(高清),2017/7/12 19:25,2017/7/12 20:00,11162
10179,20170712,精彩点,黎明2011年LEON-X-U红馆演唱会(高清),2017/7/12 19:05,2017/7/12 19:22,11162
10179,20170715,精彩点,周慧敏 Deep V 25周年演唱会(03)(高清),2017/7/15 22:29,2017/7/15 22:30,11162
10179,20170722,精彩点,07月14日 中国新歌声 第二季：杰伦Eason对唱(高清),2017/7/22 15:55,2017/7/22 17:52,11162
10179,20170722,免费睇,曹格宣传片,2017/7/22 15:41,2017/7/22 15:43,11162
10179,20170722,免费睇,曹格宣传片,2017/7/22 15:40,2017/7/22 15:41,11162
10179,20170729,精彩点,阿爷厨房2(02),2017/7/29 16:53,2017/7/29 16:56,11162
10179,20170729,精彩点,阿爷厨房2(01),2017/7/29 16:35,2017/7/29 16:53,11162
10179,20170729,精彩点,阿爷厨房2(06),2017/7/29 17:34,2017/7/29 17:54,11162
10179,20170729,精彩点,阿爷厨房2(03),2017/7/29 16:56,2017/7/29 17:23,11162
10179,20170729,精彩点,阿爷厨房2(01),2017/7/29 16:32,2017/7/29 16:35,11162
10179,20170806,精彩点,08月04日 中国新歌声 第二季：王菲密友登场召唤回忆杀(高清),2017/8/6 12:41,2017/8/6 14:22,11162
10179,20170827,精彩点,08月04日 中国新歌声 第二季：王菲密友登场召唤回忆杀(高清),2017/8/27 11:06,2017/8/27 11:22,11162
10179,20170827,精彩点,08月18日 中国新歌声 第二季：导师混战开启 扎西平措唱响雪域天籁(高清),2017/8/27 13:01,2017/8/27 15:04,11162
10179,20170827,精彩点,08月11日 中国新歌声 第二季：张婉清红酒嗓再现经典(高清),2017/8/27 11:23,2017/8/27 13:00,11162
10179,20170909,精彩点,09月01日 中国新歌声 第二季：郭沁治愈嗓音征服E神(高清),2017/9/9 14:25,2017/9/9 16:21,11162
10179,20170909,精彩点,08月18日 中国新歌声 第二季：导师混战开启 扎西平措唱响雪域天籁(高清),2017/9/9 13:28,2017/9/9 14:24,11162
10179,20170909,精彩点,08月18日 签约歌手：以“洗脑旋律”为主题，改编热门金曲(高清),2017/9/9 16:23,2017/9/9 16:58,11162
10179,20170927,热点专题,杀破狼(高清)(吴京、甄子丹后巷对打),2017/9/27 19:41,2017/9/27 19:46,11162
10179,20170927,精彩点,冲锋战警(高清),2017/9/27 19:33,2017/9/27 19:41,11162
10179,20170927,精彩点,09月22日 中国新歌声 第二季：叶晓粤改编《平凡之路》(高清),2017/9/27 21:15,2017/9/27 23:16,11162
10179,20170927,精彩点,星河战队：入侵(高清)(帅哥美女火爆灭虫),2017/9/27 21:13,2017/9/27 21:15,11162
10179,20170927,精彩点,冲锋战警(高清)(昔日探警重现江湖),2017/9/27 19:33,2017/9/27 19:41,11162
10179,20170927,精彩点,星河战队：入侵(高清)(帅哥美女火爆灭虫),2017/9/27 20:10,2017/9/27 20:53,11162
10182,20170701,精彩点,欢乐颂2(30)(高清),2017/7/1 11:01,2017/7/1 11:43,11033
10182,20170701,动漫剧场,小普林变变变之动物王国(01)(高清),2017/7/1 9:48,2017/7/1 9:55,11033
10182,20170701,精彩点,05月21日 小公主苏菲亚2,2017/7/1 9:56,2017/7/1 10:54,11033
10182,20170701,热点专题,疯狂动物城(高清)(萌系优兽大都会),2017/7/1 8:22,2017/7/1 9:41,11033
10182,20170701,热点专题,疯狂动物城(高清),2017/7/1 8:22,2017/7/1 9:41,11033
10182,20170701,精彩点,变形金刚3：月黑之时(高清)(英雄形象倒塌，擎天柱成阴谋家？),2017/7/1 20:55,2017/7/1 22:57,11033
10182,20170704,精彩点,星球大战：原力觉醒(高清),2017/7/3 23:27,2017/7/4 0:12,11033
10182,20170704,精彩点,射雕英雄传(01),2017/7/4 21:32,2017/7/4 22:49,11033
10182,20170704,精彩点,星球大战：原力觉醒(高清)(传奇复苏，经典延续),2017/7/3 23:27,2017/7/4 0:12,11033
10182,20170705,精彩点,星球大战：原力觉醒(高清)(传奇复苏，经典延续),2017/7/4 23:16,2017/7/5 18:45,11033
10182,20170705,精彩点,大军师司马懿之军师联盟(01)(高清),2017/7/5 22:15,2017/7/5 23:04,11033
10182,20170705,精彩点,星球大战：原力觉醒(高清),2017/7/4 23:16,2017/7/5 18:45,11033
10182,20170706,精彩点,大军师司马懿之军师联盟(01)(高清),2017/7/6 23:17,2017/7/6 23:50,11033
10182,20170706,精彩点,大军师司马懿之军师联盟(01)(高清),2017/7/6 22:05,2017/7/6 23:17,11033
10182,20170708,精彩点,仲夏夜魔法(高清),2017/7/8 21:24,2017/7/8 22:23,11033
10182,20170708,精彩点,大军师司马懿之军师联盟(02)(高清),2017/7/8 10:03,2017/7/8 10:22,11033
10182,20170711,精彩点,大军师司马懿之军师联盟(04)(高清),2017/7/11 19:54,2017/7/11 20:56,11033
10182,20170711,精彩点,大军师司马懿之军师联盟(05)(高清),2017/7/11 21:27,2017/7/11 23:52,11033
10182,20170711,精彩点,大军师司马懿之军师联盟(03)(高清),2017/7/11 19:52,2017/7/11 19:54,11033
10182,20170716,精彩点,大军师司马懿之军师联盟(01)(高清),2017/7/16 10:32,2017/7/16 11:30,11033
10182,20170721,热点专题,玩具总动员2(高清),2017/7/21 21:20,2017/7/21 23:01,11033
10182,20170721,热点专题,玩具总动员2(高清)(激萌蛋头夫妇),2017/7/21 21:20,2017/7/21 23:01,11033
10182,20170721,精彩点,大军师司马懿之军师联盟(25)(高清),2017/7/21 23:02,2017/7/21 23:27,11033
10182,20170722,精彩点,大军师司马懿之军师联盟(26)(高清),2017/7/22 0:08,2017/7/22 10:08,11033
10182,20170722,精彩点,大军师司马懿之军师联盟(26)(高清),2017/7/21 23:27,2017/7/22 0:08,11033
10182,20170722,精彩点,大军师司马懿之军师联盟(28)(高清),2017/7/22 23:09,2017/7/22 23:52,11033
10182,20170723,精彩点,06月10日 小公主苏菲亚,2017/7/23 8:23,2017/7/23 9:41,11033
10182,20170723,精彩点,大军师司马懿之军师联盟(30)(高清),2017/7/23 0:26,2017/7/23 8:22,11033
10182,20170723,精彩点,大军师司马懿之军师联盟(29)(高清),2017/7/22 23:52,2017/7/23 0:26,11033
10182,20170729,精彩点,冰河世纪1(高清)(猛犸象欢乐过圣诞),2017/7/29 22:09,2017/7/29 22:50,11033
10182,20170729,精彩点,熊出没之年货(高清),2017/7/28 22:01,2017/7/29 7:58,11033
10182,20170729,精彩点,冰河世纪1(高清),2017/7/29 22:09,2017/7/29 22:50,11033
10182,20170729,精彩点,熊出没之年货(高清)(光头强失业),2017/7/28 22:01,2017/7/29 7:58,11033
10182,20170730,热点专题,冰河世纪1(高清),2017/7/29 22:50,2017/7/30 8:21,11033
10182,20170730,热点专题,冰河世纪1(高清)(猛犸象欢乐过圣诞),2017/7/29 22:50,2017/7/30 8:21,11033
10182,20170812,精彩点,冰河世纪2(高清)(呆萌吃货变破冰英雄),2017/8/12 8:30,2017/8/12 8:56,11033
10182,20170812,精彩点,怪兽电力公司(高清)(长相滑稽，创意十足),2017/8/12 9:55,2017/8/12 18:44,11033
10182,20170812,精彩点,08月11日 小猪佩奇(高清),2017/8/12 9:50,2017/8/12 9:52,11033
10182,20170812,精彩点,07月24日 超级飞侠二,2017/8/12 9:08,2017/8/12 9:48,11033
10182,20170812,精彩点,极限挑战 第二季20160501期(高清),2017/8/11 23:33,2017/8/12 8:14,11033
10182,20170812,精彩点,冰河世纪2：消融(高清),2017/8/12 8:30,2017/8/12 8:56,11033
10182,20170812,精彩点,怪兽电力公司(高清),2017/8/12 9:55,2017/8/12 18:44,11033
10182,20170812,精彩点,07月29日 超级飞侠二,2017/8/12 8:57,2017/8/12 9:08,11033
10182,20170818,精彩点,08月13日 极限挑战 第三季：孙红雷姚晨结盟(高清),2017/8/18 23:28,2017/8/18 23:35,11033
10182,20170818,精彩点,08月13日 极限挑战 第三季：孙红雷姚晨结盟(高清),2017/8/18 23:27,2017/8/18 23:28,11033
10182,20170819,精彩点,07月09日 极限挑战 第三季：孙红雷智斗大妈 张艺兴进化小狐狸(高清),2017/8/18 23:35,2017/8/19 0:18,11033
10182,20170820,精彩点,特别呈现：航拍中国？陕西(高清),2017/8/20 0:51,2017/8/20 1:04,11033
10182,20170825,精彩点,07月23日 极限挑战 第三季：张艺兴变人肉轮盘(高清),2017/8/25 23:08,2017/8/25 23:19,11033
10182,20170826,精彩点,射雕英雄传(46),2017/8/26 17:34,2017/8/26 17:35,11033
10182,20170826,精彩点,07月23日 极限挑战 第三季：张艺兴变人肉轮盘(高清),2017/8/25 23:33,2017/8/26 9:56,11033
10182,20170826,精彩点,08月18日 超级飞侠二,2017/8/26 17:35,2017/8/26 17:45,11033
10182,20170826,热点专题,玩具总动员1(高清),2017/8/26 11:17,2017/8/26 17:34,11033
10182,20170826,热点专题,玩具总动员1(高清)(巴斯光年与牛仔伍迪),2017/8/26 11:17,2017/8/26 17:34,11033
10182,20170826,精彩点,07月23日 极限挑战 第三季：张艺兴变人肉轮盘(高清),2017/8/26 22:57,2017/8/26 22:58,11033
10182,20170826,精彩点,08月18日 超级飞侠二,2017/8/26 17:46,2017/8/26 18:46,11033
10182,20170826,精彩点,07月23日 极限挑战 第三季：张艺兴变人肉轮盘(高清),2017/8/26 9:56,2017/8/26 10:17,11033
10182,20170902,热点专题,饥饿游戏(高清)(女孩格斗中求生),2017/9/1 23:43,2017/9/2 0:53,11033
10182,20170902,热点专题,饥饿游戏,2017/9/1 23:43,2017/9/2 0:53,11033
10182,20170903,精彩点,那年花开月正圆(01)(高清),2017/9/3 10:35,2017/9/3 11:17,11033
10182,20170908,精彩点,飞机总动员2：火线救援(高清),2017/9/8 21:28,2017/9/8 22:57,11033
10182,20170908,精彩点,飞机总动员2：火线救援(高清)(救火大行动，热爆起飞),2017/9/8 21:28,2017/9/8 22:57,11033
10182,20170909,精彩点,吃吃的爱(高清)(林志玲狠狠“掌掴”小S),2017/9/9 0:31,2017/9/9 1:11,11033
10182,20170909,精彩点,蜘蛛侠3(高清)(心狠手辣“毒蜘蛛”),2017/9/9 0:28,2017/9/9 0:31,11033
10182,20170909,精彩点,吃吃的爱(高清),2017/9/9 0:31,2017/9/9 1:11,11033
10182,20170910,精彩点,飞机总动员2：火线救援(高清)(救火大行动，热爆起飞),2017/9/10 10:01,2017/9/10 10:35,11033
10182,20170910,精彩点,青衣小怪物,2017/9/10 10:45,2017/9/10 11:01,11033
10182,20170910,精彩点,飞机总动员2：火线救援(高清),2017/9/10 10:42,2017/9/10 10:45,11033
10182,20170910,精彩点,青衣小怪物(K隆星人寄住地球),2017/9/10 10:41,2017/9/10 10:42,11033
10182,20170910,精彩点,飞机总动员2：火线救援(高清)(救火大行动，热爆起飞),2017/9/10 10:42,2017/9/10 10:45,11033
10182,20170910,精彩点,青衣小怪物(K隆星人寄住地球),2017/9/10 10:45,2017/9/10 11:01,11033
10182,20170910,精彩点,飞机总动员2：火线救援(高清),2017/9/10 10:01,2017/9/10 10:35,11033
10182,20170910,精彩点,青衣小怪物,2017/9/10 10:41,2017/9/10 10:42,11033
10182,20170917,热点专题,怪兽大学(高清)(毛怪大眼仔重返校园),2017/9/17 9:51,2017/9/17 14:41,11033
10182,20170917,热点专题,怪兽大学(高清),2017/9/17 9:51,2017/9/17 14:41,11033
10182,20170923,精彩点,飞屋环游记(高清),2017/9/23 18:35,2017/9/23 19:09,11033
10182,20170923,精彩点,飞屋环游记(高清)(10万米高空的追梦之旅),2017/9/23 18:27,2017/9/23 18:35,11033
10182,20170923,精彩点,飞屋环游记(高清),2017/9/23 18:27,2017/9/23 18:35,11033
10182,20170923,精彩点,飞屋环游记(高清)(10万米高空的追梦之旅),2017/9/23 18:35,2017/9/23 19:09,11033
10182,20170924,精彩点,使徒行者2(01),2017/9/23 23:57,2017/9/24 0:45,11033
10182,20170924,精彩点,使徒行者2(05),2017/9/24 0:46,2017/9/24 9:34,11033
10184,20170709,热点专题,斑马总动员(高清),2017/7/9 13:09,2017/7/9 13:23,10746
10184,20170709,精彩点,极限特工(高清)(范？迪塞尔飞车绝技),2017/7/9 13:23,2017/7/9 16:30,10746
10184,20170709,热点专题,斑马总动员(高清)(小马寻斑大冒险),2017/7/9 13:09,2017/7/9 13:23,10746
10184,20170709,精彩点,极限特工(高清),2017/7/9 13:23,2017/7/9 16:30,10746
10184,20170714,精彩点,海绵宝宝：海陆大出击(高清),2017/7/14 10:00,2017/7/14 10:24,10746
10184,20170714,精彩点,侏罗纪公园3(高清)(重口味惊悚，恐龙嚼骨头),2017/7/14 10:54,2017/7/14 11:12,10746
10184,20170714,精彩点,九层妖塔(高清),2017/7/14 9:48,2017/7/14 9:59,10746
10184,20170714,精彩点,海绵宝宝：海陆大出击(高清)(海绵出水，笑到脱水),2017/7/14 10:00,2017/7/14 10:24,10746
