用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号
10871,互动电视,正常        ,20160128,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160128,20160128,20500101,10605
10279,互动电视,正常        ,20131008,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131008,20131008,20500101,10428
10462,互动电视,正常        ,20140125,0,[互动+宽带]6M融合套餐96包月(入网预存600),[互动+宽带]互动(26.5元/月)--(19.5元/月全频道时移回看)、600元预存,[互动+宽带]互动(26.5元/月)--(19.5元/月全频道时移回看)、600元预存(资费),20140125,20140125,20500101,10926
10494,互动电视,正常        ,20130824,0,,[互动+宽带10M]互动(26.5元/月)-捆绑全时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆绑全时移回看(前三个月返还)(资费),20130824,20130824,20500101,10296
11011,互动电视,正常        ,20160521,60,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160521,20160521,20500101,10519
10809,互动电视,正常        ,20160112,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160112,20160112,20500101,11181
10839,互动电视,正常        ,20160224,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160119,20160119,20500101,10033
10105,互动电视,正常        ,20171029,86.02,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130730,20130730,20500101,10785
10972,互动电视,正常        ,20160405,30,,互动59元包-600预存,互动59元包-600预存,20160405,20160405,20500101,10414
10929,互动电视,正常        ,20171101,91.02,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160317,20160317,20500101,10703
10847,互动电视,正常        ,20160123,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160123,20160123,20500101,11247
10021,互动电视,正常        ,20121114,80,乐惠套餐-30M-包月-109元-预存200,互动+联合宽带-69元包-月享,互动+联合宽带-69元包-17年月享,20070906,20170501,20500101,10602
10889,互动电视,正常        ,20160204,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160204,20160204,20500101,10298
10428,互动电视,正常        ,20170122,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140108,20140108,20500101,11324
10807,互动电视,正常        ,20160119,0,,互动标准包-688购机-送快乐点半年(到期顺延)-15M体验,互动标准包-包月-688购机-送快乐点半年(到期顺延)-15M体验,20160119,20160119,20500101,10026
10639,互动电视,正常        ,20150331,0,乐惠套餐-15M-3年-2080元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150331,20150331,20500101,10914
10427,互动电视,正常        ,20140107,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140107,20140107,20500101,10176
10308,互动电视,正常        ,20131028,0,,互动59元包,互动59元包,20131028,20160101,20500101,11314
10033,互动电视,正常        ,20141122,0,,互动标准包,互动标准包-包月-26.5元,20110801,20170301,20500101,10791
10547,互动电视,正常        ,20141006,0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141006,20141006,20500101,10535
11305,互动电视,正常        ,20170824,100,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141021,20141021,20500101,10893
10057,互动电视,正常        ,20160601,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130622,20130622,20500101,10644
10502,互动电视,正常        ,20140326,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140326,20150101,20500101,10492
10501,互动电视,正常        ,20140326,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140326,20140326,20301231,11256
10108,互动电视,正常        ,20130730,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130730,20130730,20500101,10360
10107,互动电视,正常        ,20130730,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130730,20150101,20500101,11259
11267,互动电视,正常        ,20161023,0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140723,20140723,20500101,10541
11150,互动电视,正常        ,20161122,240,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161122,20161122,20500101,10394
10420,互动电视,正常        ,20140104,300,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20140104,20170101,20500101,10449
10297,互动电视,正常        ,20131023,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131023,20131023,20500101,10742
10401,互动电视,正常        ,20140127,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20131226,20160401,20500101,10370
10433,互动电视,正常        ,20170722,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140111,20140111,20500101,10361
10691,互动电视,正常        ,20150813,0,,互动59元包-480预存,互动59元包,20150813,20150813,20500101,10664
10692,互动电视,正常        ,20150813,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20150813,20150813,20500101,10262
11192,互动电视,正常        ,20150215,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20150215,20160301,20500101,10859
10609,互动电视,正常        ,20160722,0,,互动标准包-600预存-送快乐点2年(到期停)-送15M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20150116,20150116,20500101,10832
10642,互动电视,正常        ,20160722,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20150426,20150426,20500101,10938
11232,互动电视,正常        ,20140512,0,乐惠套餐-6M-包月-96,互动+联合宽带-600预存,[互动+宽带]互动(26.5元/月)--(19.5元/月全频道时移回看)、600元预存(资费),20140512,20140512,20500101,10803
10394,互动电视,正常        ,20131221,128.56,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131221,20131221,20500101,10532
10915,互动电视,正常        ,20160229,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160229,20160229,20500101,11305
10567,互动电视,正常        ,20141201,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141201,20141201,20500101,10077
10916,互动电视,正常        ,20170623,114,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,10327
10366,互动电视,正常        ,20131204,0,[13年底促销]6M融合套餐1(互动+宽带),互动39元包,互动39元包,20131204,20170701,20500101,10132
10931,互动电视,正常        ,20160311,0,,互动59元包-600预存,互动59元包-600预存,20160311,20160311,20500101,10746
11308,互动电视,正常        ,20141112,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141112,20150101,20500101,10830
11307,互动电视,正常        ,20141112,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141112,20141112,20500101,10833
11213,互动电视,正常        ,20161017,210,,互动59元包-600预存,互动59元包-600预存,20161017,20161017,20500101,11251
10932,互动电视,正常        ,20161022,0,,互动59元包-600预存,互动59元包-600预存,20160311,20160311,20500101,11028
10074,互动电视,正常        ,20130706,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130706,20130706,20500101,11093
11301,互动电视,正常        ,20141007,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141007,20150101,20500101,10163
11300,互动电视,正常        ,20141007,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20141007,20141007,20500101,11138
10815,互动电视,正常        ,20160113,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160113,20160113,20500101,10116
11056,互动电视,正常        ,20160621,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160621,20160621,20500101,11282
10671,互动电视,正常        ,20170724,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150707,20150707,20500101,10005
10584,互动电视,正常        ,20141221,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141221,20141221,20500101,10861
10508,互动电视,正常        ,20130930,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130930,20130930,20500101,10990
10767,互动电视,正常        ,20151208,0,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151208,20151208,20500101,10134
10475,互动电视,正常        ,20140129,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140129,20140129,20500101,10925
10329,互动电视,正常        ,20140425,15.01,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131111,20131111,20500101,10635
11122,互动电视,正常        ,20161008,210,乐惠套餐-8M-包月-69元-预存600元,互动+联合宽带-49元-月享,互动+联合宽带-49元-月享,20161008,20161008,20500101,11241
10084,互动电视,正常        ,20140424,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130718,20130718,20500101,10601
11023,互动电视,正常        ,20160623,0,乐惠套餐-15M-2年-2160元-送1年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160526,20160526,20500101,10448
11309,互动电视,正常        ,20141118,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141118,20141118,20500101,10868
10753,互动电视,正常        ,20151117,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151117,20151117,20500101,10666
10063,互动电视,正常        ,20130628,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130628,20130628,20500101,10011
10248,互动电视,正常        ,20130925,200,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130925,20130925,20500101,11043
10419,互动电视,正常        ,20140104,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20140104,20160201,20500101,11316
10658,互动电视,正常        ,20150622,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20150622,20150622,20500101,10794
10657,互动电视,正常        ,20150622,0,,互动59元包-480预存-送15M宽带体验30天,互动59元包送15M30天,20150622,20150622,20500101,10063
10199,互动电视,正常        ,20131026,25,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130909,20130909,20500101,10976
10577,互动电视,正常        ,20141215,0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20141215,20141215,20500101,10850
10488,互动电视,正常        ,20140309,0,乐惠套餐-15M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20140309,20160901,20500101,11249
11195,互动电视,正常        ,20170924,0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20140531,20140531,20500101,10809
10079,互动电视,正常        ,20130716,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130716,20130716,20500101,11294
10630,互动电视,正常        ,20150215,0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150215,20150215,20500101,10904
10515,互动电视,正常        ,20160904,210,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130124,20161001,20500101,10269
